"GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Symbol","Description","EnsemblGeneID"
"105378184",6.11978418637989,1.65406145592348,0.374866529170826,4.41240102065694,1.02230534621418e-05,0.00041298596097994,"LOC105378184","uncharacterized LOC105378184",""
"105378187",5.04603308663976,1.43181515287749,0.294056752993669,4.86917963386585,1.12062503192594e-06,5.93771503677909e-05,"LOC105378187","",""
"105379413",0.951327703812785,1.93077304901819,0.468272674359863,4.12318111804751,3.73675645454675e-05,0.00129275872236022,"LOC105379413","uncharacterized LOC105379413",""
"10538",15.0984534717908,1.68742239135826,0.299680254130303,5.63074266022397,1.79435287862865e-08,1.44525958174622e-06,"BATF","basic leucine zipper ATF-like transcription factor","ENSG00000156127"
"10563",19.2292284528173,3.02853741382237,0.589489479485794,5.13755973467777,2.78329010187227e-07,1.72109852356033e-05,"CXCL13","C-X-C motif chemokine ligand 13","ENSG00000156234"
"10578",55.0233526129526,2.29078670859136,0.239600899126599,9.56084353999425,1.16800771075058e-21,7.59672215072177e-18,"GNLY","granulysin","ENSG00000115523"
"10631",2993.23817767425,-1.34954183469904,0.41888314730512,-3.22176206749138,0.00127404888247406,0.0263898532853862,"POSTN","periostin","ENSG00000133110"
"106480429",96.2600466584316,1.34750045423773,0.292713469518582,4.60347949294553,4.1549012585043e-06,0.000185728369658501,"HLA-DQB1-AS1","HLA-DQB1 antisense RNA 1","ENSG00000223534"
"10663",19.9835566759582,1.50759137548258,0.260786529003014,5.78094037773384,7.42842158306982e-09,6.55111240356422e-07,"CXCR6","C-X-C motif chemokine receptor 6","ENSG00000172215"
"10666",66.9193149675921,1.04986953815095,0.182941241625219,5.73883465982894,9.53302316278509e-09,8.05230943516289e-07,"CD226","CD226 molecule","ENSG00000150637"
"10673",60.1869043464451,1.22032673560843,0.225625934936884,5.40862793964622,6.35094108723833e-08,4.63736276863418e-06,"TNFSF13B","TNF superfamily member 13b","ENSG00000102524"
"107075116",12.6094963484548,1.10953879231872,0.260374165174561,4.26132443506775,2.03218965392265e-05,0.000761807579775959,"MIR3142HG","MIR3142 host gene","ENSG00000253522"
"107984225",1.21130892859376,1.7696461150913,0.456914633675399,3.87303444596719,0.000107488628765598,0.00327834017112052,"LOC107984225","uncharacterized LOC107984225",""
"107984805",17.7120660463144,-1.45389362488937,0.442968484448434,-3.28216041531644,0.00103014982538467,0.0222534660690829,"LOC107984805","uncharacterized LOC107984805",""
"107984811",0.641886248741111,2.5577538172136,0.609016832758028,4.19980808351456,2.67141314450813e-05,0.000966613134457908,"LINC02132","long intergenic non-protein coding RNA 2132","ENSG00000268804"
"107984834",20.6368122990401,1.88145837755849,0.248168602325324,7.58137153503441,3.41920896872504e-14,1.74419883392844e-11,"CORO1A-AS1","CORO1A antisense RNA 1",""
"107984850",3.65668329652976,1.11053491524022,0.336146044740169,3.30372745006902,0.000954085391442759,0.0208759340149494,"LOC107984850","uncharacterized LOC107984850","ENSG00000288531"
"107984862",3.21167042448776,-1.10629927275594,0.354032620451512,-3.12485123925877,0.00177894999394271,0.0347717227967044,"LOC107984862","uncharacterized LOC107984862",""
"107984898",1.54573616593763,2.11106462167465,0.475330491604047,4.4412564709465,8.94351233452579e-06,0.000366994348414863,"LOC107984898","",""
"107984945",0.860908200337599,1.58733521821229,0.433804847374047,3.65909977221535,0.000253102793508982,0.00686623803538027,"LOC107984945","replaced by ID 64744",""
"107984957",4.25105023647465,1.54351163061981,0.304680972432027,5.06599285901964,4.06277146085684e-07,2.40220596194662e-05,"LINC02812","long intergenic non-protein coding RNA 2812",""
"107985017",1.6725953817981,1.17493905283869,0.308317853822154,3.8108044612831,0.00013851530116066,0.00409967471558102,"LOC107985017","uncharacterized LOC107985017",""
"107985079",2.24326674922119,1.23320988958195,0.334501678186298,3.68670763109033,0.000227174099874383,0.00631427498112387,"LOC107985079","uncharacterized LOC107985079",""
"107985120",1.60768513330374,1.32656455588632,0.36381383609934,3.64627296781561,0.000266071337719506,0.00712884852946517,"LOC107985120","",""
"107985211",1.51685818533454,3.44222849976669,0.71543876996448,4.81135303855226,1.49911945129608e-06,7.67738024506277e-05,"LOC107985211","uncharacterized LOC107985211","ENSG00000290592"
"107985217",2.88808398571339,1.56769865486302,0.318027765489537,4.92943958037712,8.24658339501979e-07,4.48834965700491e-05,"LOC107985217","",""
"107985349",0.877027374849094,-1.64289561783495,0.50253612870907,-3.26920896623944,0.00107848620668803,0.0230929194676508,"LOC107985349","uncharacterized LOC107985349",""
"107985563",2.06022973326696,2.16858059385166,0.461502390522793,4.6989585284598,2.61491541458908e-06,0.000124019929873633,"LOC107985563","uncharacterized LOC107985563","ENSG00000289963"
"107985688",2.30422402625683,1.33581311231895,0.328496447546846,4.06644614361759,4.77355104485686e-05,0.00159831021857138,"LOC107985688","uncharacterized LOC107985688","ENSG00000228427"
"107985690",2.80360538637479,1.88176605573324,0.413204419858389,4.55408017266162,5.26152884105225e-06,0.000230057032485404,"LOC107985690","replaced by ID 84636",""
"107985909",1.89713216180522,1.54324195123764,0.42262091851894,3.65159859253033,0.000260613010692634,0.0070333071433398,"LOC107985909","uncharacterized LOC107985909",""
"107986350",4.86289970963794,-1.85965511262691,0.606928388550686,-3.06404371208878,0.00218367001081684,0.0406078334534745,"LOC107986350","uncharacterized LOC107986350",""
"107986437",1.78437862529948,1.07712842909342,0.349824673103899,3.07905219930989,0.00207660293445292,0.0392225601364543,"LOC107986437","uncharacterized LOC107986437",""
"107986473",11.713603704689,1.03826607186473,0.280103234100149,3.70672646890435,0.000209955491982803,0.00589870634927064,"LOC107986473","uncharacterized LOC107986473",""
"107986589",90.8025705445701,1.71302156746486,0.24461502347312,7.00292869645882,2.50666424394732e-12,5.77109530712685e-10,"LOC107986589","",""
"107986809",156.830415708077,-1.55155079694605,0.426014136829972,-3.64201716048991,0.000270510035536257,0.00723287675694889,"ELN-AS1","ELN antisense RNA 1","ENSG00000232415"
"107986855",0.945754625426658,1.1181239038853,0.372284113018419,3.00341557639872,0.00266967606755493,0.047304942590845,"LOC107986855","uncharacterized LOC107986855",""
"107987134",13.6608467234735,-1.20273163557543,0.31301278310994,-3.84243615748112,0.000121819107345031,0.00366386808865704,"LOC107987134","uncharacterized LOC107987134",""
"107987174",5.46097978323266,1.70667785313316,0.293547106200683,5.81398289093127,6.10036519274269e-09,5.47265865015151e-07,"LOC107987174","",""
"10859",85.6518469950135,1.32423148467765,0.239591241519167,5.52704462934933,3.2567013815299e-08,2.52161735541315e-06,"LILRB1","leukocyte immunoglobulin like receptor B1","ENSG00000104972"
"10870",112.655251563757,1.41068274245067,0.297124268949105,4.74778700319598,2.05654444355633e-06,0.000101140000460419,"HCST","hematopoietic cell signal transducer","ENSG00000126264"
"10877",2.75481888431722,1.38887460298861,0.416316266505695,3.33610457896824,0.00084961196942397,0.018972965662261,"CFHR4","complement factor H related 4","ENSG00000134365"
"1089",5.29187344084811,1.53882152634839,0.321770794082648,4.78235301229091,1.73255069552156e-06,8.73527885555989e-05,"CEACAM4","CEA cell adhesion molecule 4","ENSG00000105352"
"10911",2.67353276137011,1.36873749385881,0.438577952215802,3.12085340118813,0.00180327780491862,0.0351416294927061,"UTS2","urotensin 2","ENSG00000049247"
"11009",6.64794245435592,1.3280533512489,0.278239025750008,4.77306642254466,1.81441916749539e-06,9.10570577566025e-05,"IL24","interleukin 24","ENSG00000162892"
"11024",22.4984869732137,1.39555202699546,0.211958043943297,6.58409561171833,4.57662553188225e-11,6.80374227642564e-09,"LILRA1","leukocyte immunoglobulin like receptor A1","ENSG00000104974"
"11065",18.7416079607302,1.12199163950204,0.245882124876473,4.56312812517668,5.03970373178951e-06,0.000221101066249976,"UBE2C","ubiquitin conjugating enzyme E2 C","ENSG00000175063"
"11151",390.04559883613,1.84803964877476,0.241419977947124,7.65487456543267,1.935010196728e-14,1.19860060185894e-11,"CORO1A","coronin 1A","ENSG00000102879"
"1117",69.3192102053777,1.90873960931513,0.402449423737084,4.74280616826547,2.10777925123565e-06,0.000103269274953195,"CHI3L2","chitinase 3 like 2","ENSG00000064886"
"11182",39.6839810123361,1.02645534593503,0.193928674954606,5.29295291774306,1.20356915072753e-07,8.09097029078229e-06,"SLC2A6","solute carrier family 2 member 6","ENSG00000160326"
"11184",47.6363411340715,1.71996036851771,0.222679403836693,7.72393108156101,1.12795843745422e-14,7.98232368025106e-12,"MAP4K1","mitogen-activated protein kinase kinase kinase kinase 1","ENSG00000104814"
"112267953",1.50230392938286,1.28621753479585,0.428748865428885,2.99993221791789,0.00270039692417497,0.0476618225097259,"LOC112267953","",""
"112267970",3.80862840940035,1.00681276858624,0.219586774951936,4.58503372439716,4.53913164844443e-06,0.000200492443066095,"LOC112267970","uncharacterized LOC112267970",""
"112268067",1.17741865792764,1.2602975030842,0.381864993218415,3.30037454457981,0.000965558724189508,0.0210914993858222,"LOC112268067","uncharacterized LOC112268067",""
"112268426",22.8780706974078,1.0998650567494,0.190846219614675,5.76309585261929,8.25848606693259e-09,7.17828855365117e-07,"LOC112268426","",""
"112268446",3.74568129565006,2.20128452795594,0.451662835470455,4.87373402255483,1.09508404859271e-06,5.82308977585024e-05,"LOC112268446","",""
"11262",34.3351067559344,1.76328319869342,0.221284593589141,7.96839567587481,1.60747483218773e-15,2.0910032617098e-12,"SP140","SP140 nuclear body protein","ENSG00000079263"
"112935892",1.75998169512497,1.16697713613077,0.329591016627619,3.54068247390753,0.000399093558854684,0.0101295785630863,"LINC02605","long intergenic non-protein coding RNA 2605",""
"113730",51.7535663756225,1.76658569860069,0.259913970526785,6.79680932510181,1.06961509180684e-11,1.95965536820048e-09,"KLHDC7B","kelch domain containing 7B","ENSG00000130487"
"114614",8.48176190321274,1.24081005555749,0.234138172228385,5.29947784143102,1.16134328914513e-07,7.86810078395825e-06,"MIR155HG","MIR155 host gene","ENSG00000234883"
"114836",50.4165772621063,1.82212010143753,0.276043644787629,6.60084061286525,4.08832915263559e-11,6.14809082283049e-09,"SLAMF6","SLAM family member 6","ENSG00000162739"
"115350",12.34773640383,2.60446268733883,0.47936864940361,5.43311017643537,5.53801894845025e-08,4.12828369521151e-06,"FCRL1","Fc receptor like 1","ENSG00000163534"
"115352",17.3826989516976,2.12577552844717,0.343277044519204,6.19259447256239,5.91818552092539e-10,7.26261860907523e-08,"FCRL3","Fc receptor like 3","ENSG00000160856"
